FID,TAZ,SUBRAD,RAD,RADNUM,SUBAREAS,PUMA,Shape_STAr,Shape_STLe
816,1428,704,West Placer,74,39,Placer_2,28786150.7813,21129.6100047
817,385,82,North Sacramento,6,1,Sac_6,9335153.93945,13608.3715264
818,223,931,Pollock Pines,91,40,El Dorado,163461340.505,71000.6093354
819,374,92,Arden Arcade,11,9,Sac_5,8390774.47949,12822.7883865
820,413,112,Fair Oaks,13,9,Sac_3,23534103.0186,18970.1484165
821,1007,920,Placerville,90,40,El Dorado,17896225.7725,19724.7095829
822,1317,71,South Natomas,2,1,Sac_4,5645446.58203,9957.22865091
823,263,14,North Natomas,3,13,Sac_1,11597168.4521,15891.5484024
824,1469,703,Roseville East,71,38,Placer_2,6354193.43652,10907.7400917
825,1316,71,South Natomas,2,1,Sac_4,6379483.26367,10110.7602574
826,1158,731,West Placer,74,39,Placer_1,19854639.2607,18160.6645272
827,573,122,Rancho Cordova West,16,8,Sac_5,21408615.6309,20083.4080574
828,1105,14,North Natomas,3,1,Sac_4,6548384.49219,10780.3397861
829,258,13,North Natomas,3,1,Sac_4,16620963.6338,17039.7260367
830,1319,14,North Natomas,3,13,Sac_4,12197694.3721,16210.5592713
831,1417,731,West Placer,74,39,Placer_1,25035771.2373,20094.7336286
832,264,71,South Natomas,2,1,Sac_4,5389173.16504,10654.1987275
833,92,522,Davis,52,17,Yolo,481500719.409,88983.4127761
834,1157,731,West Placer,74,39,Placer_1,36142672.4248,24348.1609994
835,233,82,North Sacramento,6,1,Sac_4,9461797.99512,14279.6797167
836,1500,852,El Dorado Hills,85,40,El Dorado,13215990.3516,15960.068891
837,1415,731,West Placer,74,39,Placer_1,49999830.5273,28352.2486098
838,228,82,North Sacramento,6,1,Sac_4,8051471.87695,14168.8125476
839,367,92,Arden Arcade,11,9,Sac_5,21692838.2295,21029.8639162
840,1431,301,South Sutter,30,31,SutterYuba,87243970.9893,43302.6048363
841,390,100,Carmichael,12,9,Sac_5,13346481.665,15409.5258241
842,421,111,Fair Oaks,13,9,Sac_3,13623293.25,16619.1106346
843,1040,703,Roseville East,71,38,Placer_2,2473749.10059,6239.70806538
844,559,124,Rancho Cordova East,17,8,Sac_3,13866594.585,14914.0070313
845,542,64,Folsom,10,11,Sac_3,28422668.9668,23639.9327243
846,1419,701,West Placer,74,38,Placer_1,21369494.6006,20287.2696649
847,543,64,Folsom,10,11,Sac_3,94039403.127,40965.4503164
848,571,122,Rancho Cordova West,16,8,Sac_5,37856558.9863,27536.0295788
849,827,562,Dunnigan - Knight's Landing,56,17,Yolo,95127972.5547,53107.9876774
850,1525,124,Rancho Cordova East,17,8,Sac_3,32410098.6875,28471.511048
851,1047,932,Pollock Pines,91,40,El Dorado,265457940.494,87824.4694022
852,226,82,North Sacramento,6,1,Sac_4,8385742.71777,14636.1707838
853,270,13,North Natomas,3,16,Sac_1,45185582.5205,29049.5512499
854,1038,511,Woodland,51,17,Yolo,124964967.552,49502.2855544
855,378,91,Arden Arcade,11,9,Sac_5,13414310.9668,15143.4299499
856,1323,14,North Natomas,3,1,Sac_4,7587087.98535,11253.0453312
857,163,780,Granite Bay,78,36,Placer_1,65138442.5313,33700.7126695
858,396,100,Carmichael,12,9,Sac_3,7036516.49609,13315.063278
859,231,82,North Sacramento,6,1,Sac_4,17914655.3115,16987.4316677
860,988,780,Granite Bay,78,36,Placer_1,47509757.1367,31299.4313401
861,1098,852,El Dorado Hills,85,40,El Dorado,15786453.6982,17923.4452289
862,229,82,North Sacramento,6,1,Sac_4,13943289.916,18625.5743909
863,1498,852,El Dorado Hills,85,40,El Dorado,6195329.04785,11478.4563797
864,876,71,South Natomas,2,1,Sac_4,6177097.7666,9952.04014892
865,167,703,Roseville East,71,38,Placer_2,22675601.3984,22047.7628829
866,329,82,North Sacramento,6,1,Sac_6,22296515.8574,27875.8775527
867,947,703,Roseville East,71,38,Placer_2,7555866.48047,12897.0982049
868,1104,13,North Natomas,3,1,Sac_4,13141256.6445,15163.0049191
869,91,522,Davis,52,17,Yolo,90849980.1953,43496.2820244
870,885,92,Arden Arcade,11,9,Sac_5,8277238.13672,12644.2069433
871,168,703,Roseville East,71,38,Placer_2,5792492.18262,10279.0128509
872,373,92,Arden Arcade,11,9,Sac_5,13930328.0195,15854.266557
873,164,703,Roseville East,71,38,Placer_2,5062298.16113,11702.1512386
874,1238,126,Rancho Cordova West,16,8,Sac_3,10642004.2305,20933.6362042
875,1235,124,Rancho Cordova East,17,8,Sac_3,10998897.8623,13725.6118039
876,369,92,Arden Arcade,11,9,Sac_5,20993897.5635,18520.8901554
877,1470,703,Roseville East,71,38,Placer_2,12330164.6143,14130.3981196
878,234,82,North Sacramento,6,1,Sac_4,14436910.8145,16769.7956879
879,1039,703,Roseville East,71,38,Placer_2,11296194.7148,24414.6031984
880,236,82,North Sacramento,6,1,Sac_4,25906664.0215,21943.6075123
881,1081,704,Roseville West,70,39,Placer_2,47385063.1328,30546.4918501
882,560,124,Rancho Cordova East,17,8,Sac_3,6846912.39746,14497.3840104
883,255,71,South Natomas,2,1,Sac_4,6989864.4668,11852.6162672
884,235,82,North Sacramento,6,1,Sac_4,15965158.8662,17692.1684613
885,174,704,Roseville East,71,38,Placer_2,12848755.0146,16516.9677335
886,1106,71,South Natomas,2,1,Sac_4,12843588.373,15360.3269706
887,254,71,South Natomas,2,1,Sac_4,11686241.0879,14914.5431137
888,248,71,South Natomas,2,1,Sac_4,15985815.9482,21560.6723673
889,177,704,Roseville East,71,38,Placer_2,11084988.4277,14097.4675204
890,422,111,Fair Oaks,13,9,Sac_3,14440787.0176,15317.87865
891,265,13,North Natomas,3,16,Sac_1,35009477.4795,26941.3758465
892,1001,880,Coloma - Lotus,88,40,El Dorado,223968229.628,62529.3698564
893,1521,124,Rancho Cordova East,17,8,Sac_3,32532107.376,29800.7545341
894,1518,71,South Natomas,2,1,Sac_4,8305533.51758,13038.9604827
895,953,704,Roseville East,71,38,Placer_2,6733121.2002,21921.6561812
896,401,100,Carmichael,12,9,Sac_3,21143425.9678,19656.1209794
897,1426,704,West Placer,74,39,Placer_2,34562927.5732,28129.9563971
898,381,82,North Sacramento,6,1,Sac_6,9313721.85254,16552.7466598
899,1005,901,Placerville,90,40,El Dorado,31879823.8936,28703.0110902
900,1043,126,Rancho Cordova West,16,8,Sac_3,13618601.1846,17667.2109343
901,1049,932,Pollock Pines,91,40,El Dorado,168071557.646,74358.0571577
902,375,91,Arden Arcade,11,9,Sac_5,13878451.2754,15885.4443696
903,1032,912,Placerville,90,40,El Dorado,35621841.5254,40687.0555672
904,239,82,North Sacramento,6,1,Sac_4,22308488.9385,18559.1909781
905,1031,901,Placerville,90,40,El Dorado,19108088.8975,22912.723377
906,380,82,North Sacramento,6,9,Sac_5,8293383.59082,14864.6649151
907,858,912,Placerville,90,40,El Dorado,61820806.7637,51113.2345595
908,394,100,Carmichael,12,9,Sac_5,13173729.6465,15301.1146988
909,855,902,Placerville,90,40,El Dorado,54840633.1592,41661.8754279
910,253,72,South Natomas,2,1,Sac_4,8851961.22852,12162.3715255
911,171,703,Roseville East,71,38,Placer_2,7843208.73535,14364.587459
912,227,82,North Sacramento,6,1,Sac_4,13586067.2441,17031.616053
913,857,912,Placerville,90,40,El Dorado,7071460.31348,16006.7748109
914,1499,852,El Dorado Hills,85,40,El Dorado,24474761.3262,23258.2878188
915,1148,701,West Placer,74,38,Placer_1,13456603.8174,15711.8966
916,877,71,South Natomas,2,1,Sac_4,9678933.58301,12788.248623
917,256,71,South Natomas,2,1,Sac_4,13466973.6172,15006.8435521
918,1416,731,West Placer,74,39,Placer_1,15620926.9766,19819.0954104
919,561,124,Rancho Cordova East,17,8,Sac_3,4329061.70801,14756.6911327
920,283,12,NW Vision Area,4,14,Sac_1,117031110.865,45510.5090668
921,1155,124,Rancho Cordova East,17,8,Sac_3,140905265.144,54699.021834
922,884,92,Arden Arcade,11,9,Sac_5,6973868.62305,13210.7186055
923,282,11,NW Vision Area,4,16,Sac_1,81683224.3955,36506.8855047
924,399,100,Carmichael,12,9,Sac_3,14045795.3262,17736.8058155
925,172,703,Roseville East,71,38,Placer_2,3857797.44629,10228.8438353
926,45,571,West Sacramento,50,23,Yolo,81733739.0898,38982.8100609
927,281,11,NW Vision Area,4,16,Sac_1,65612473.8643,33281.2577853
928,266,72,South Natomas,2,1,Sac_1,5163493.64355,10444.8509743
929,1009,912,Placerville,90,40,El Dorado,11810633.4268,22813.6205888
930,575,122,Rancho Cordova West,16,8,Sac_5,19463532.1738,24302.9396143
931,175,704,Roseville East,71,38,Placer_2,6446416.02832,12264.0176629
932,294,21,Rio Linda - Elverta,5,13,Sac_1,67369438.2725,38183.5662482
933,1230,124,Rancho Cordova East,17,8,Sac_3,9141813.11914,14815.8336517
934,576,122,Rancho Cordova West,16,8,Sac_5,16624771.6777,19053.6795264
935,1409,21,Rio Linda - Elverta,5,13,Sac_1,32694391.2832,24142.0195497
936,550,222,Cosumnes,25,10,Sac_9,119042949.167,49116.5522115
937,155,511,Woodland,51,17,Yolo,97238955.2207,42840.7774304
938,1033,912,Placerville,90,40,El Dorado,81072019.166,43572.4094213
939,814,550,Winters,55,17,Yolo,799845457.634,125276.016671
940,1045,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,5220096341.62,420716.5265
941,872,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,344527145.15,115316.075094
942,169,703,Roseville East,71,38,Placer_2,17557153.3916,18766.8621043
943,89,521,Davis,52,17,Yolo,109202588.439,42041.5260432
944,292,21,Rio Linda - Elverta,5,13,Sac_1,39570522.4141,25144.2866427
945,379,91,Arden Arcade,11,9,Sac_5,10577829.7725,13271.7162
946,946,780,Granite Bay,78,36,Placer_1,43496827.2783,33463.0176535
947,377,91,Arden Arcade,11,9,Sac_5,14131383.0576,15902.5039864
948,948,703,Roseville East,71,38,Placer_2,9893716.18262,12979.9965945
949,90,521,Davis,52,17,Yolo,30073835.9912,27191.2872244
950,950,703,Roseville East,71,38,Placer_2,15073971.8418,15837.4697207
951,372,92,Arden Arcade,11,9,Sac_5,1935214.03223,6796.43499348
952,952,704,Roseville East,71,38,Placer_2,13496022.2471,16879.9558052
953,371,92,Arden Arcade,11,9,Sac_5,12217984.3291,14483.703124
954,1414,250,Antelope-North Highlands,7,13,Sac_1,11895590.4365,15416.8494176
955,370,92,Arden Arcade,11,9,Sac_5,14080284.2861,15904.9051496
956,144,511,Woodland,51,17,Yolo,274692798.057,72710.1647139
957,395,100,Carmichael,12,9,Sac_5,13180861.2891,15220.4236816
958,323,250,Antelope-North Highlands,7,13,Sac_1,17219192.5078,17608.1900179
959,400,100,Carmichael,12,9,Sac_3,15559797.8662,16709.1849233
960,1412,250,Antelope-North Highlands,7,13,Sac_1,15700437.7773,16111.3577027
961,247,71,South Natomas,2,1,Sac_4,14925671.2441,17311.9953635
962,268,13,North Natomas,3,16,Sac_1,31329920.0957,23418.1180203
963,1048,932,Pollock Pines,91,40,El Dorado,147813524.78,97274.5274956
964,142,511,Woodland,51,17,Yolo,102010392.046,41196.314886
965,899,124,Rancho Cordova West,16,8,Sac_3,16190051.2256,19435.539403
966,1429,250,Antelope-North Highlands,7,13,Sac_1,22997158.7646,19637.799035
967,1150,852,El Dorado Hills,85,40,El Dorado,585777958.148,121019.91607
968,1029,861,Cameron Park-Shingle Springs,86,40,El Dorado,137669693.774,72341.2217776
969,267,72,South Natomas,2,1,Sac_1,21193917.7041,22093.2270691
970,1430,250,Antelope-North Highlands,7,13,Sac_1,25916977.7666,23720.9464972
971,240,82,North Sacramento,6,1,Sac_4,3718295.34277,9103.74264183
972,251,71,South Natomas,2,1,Sac_4,7564028.76953,12219.7106773
973,817,513,Woodland,51,19,Yolo,1012874096.43,150753.336815
974,252,72,South Natomas,2,1,Sac_4,10596072.5664,16705.5170407
975,1108,250,Antelope-North Highlands,7,13,Sac_1,23412095.9941,20769.7422056
976,224,890,Diamond Springs,89,40,El Dorado,245834266.632,77961.407972
977,1171,72,South Natomas,2,1,Sac_4,2808939.83887,6756.07026743
978,249,71,South Natomas,2,1,Sac_4,7404926.42969,12506.3563173
979,1102,902,Placerville,90,40,El Dorado,70281316.002,35650.3043466
980,900,122,Rancho Cordova West,16,8,Sac_5,4417140.59863,10480.9710102
981,427,41,Citrus Heights,8,12,Sac_2,36881437.3379,30571.5394369
982,632,71,South Natomas,2,1,Sac_4,3112754.03418,7373.92412327
983,428,41,Citrus Heights,8,12,Sac_2,16901320.7314,18783.0551667
984,343,84,North Sacramento,6,1,Sac_6,9583904.05176,15274.727564
985,426,42,Citrus Heights,8,12,Sac_2,26050457.1934,20402.7485412
986,241,83,North Sacramento,6,1,Sac_4,5263217.09277,9472.86304628
987,1030,902,Placerville,90,40,El Dorado,8472904.28223,14392.4873527
988,344,84,North Sacramento,6,1,Sac_6,9122074.74707,14108.7700879
989,424,42,Citrus Heights,8,12,Sac_2,26591149.0586,24231.9601322
990,242,83,North Sacramento,6,1,Sac_4,5294634.78809,10154.1127534
991,860,911,Placerville,90,40,El Dorado,31530180.124,27366.4288743
992,246,83,North Sacramento,6,1,Sac_4,6380097.96973,12045.6477965
993,154,511,Woodland,51,17,Yolo,19143281.8955,21641.6783217
994,879,84,North Sacramento,6,9,Sac_5,7139281.36719,13356.5222163
995,460,51,Orangevale,9,9,Sac_3,44667176.6787,28491.758822
996,347,94,Arden Arcade,11,9,Sac_5,10421959.4941,13196.3950383
997,1027,861,Cameron Park-Shingle Springs,86,40,El Dorado,158390071.832,60502.6243266
998,350,94,Arden Arcade,11,9,Sac_5,10613553.7959,13454.5889402
999,351,94,Arden Arcade,11,9,Sac_5,3283705.80273,7886.04674274
1000,1231,124,Rancho Cordova East,17,8,Sac_3,14483663.5352,16982.0014813
1001,898,163,South Sacramento,19,7,Sac_8,16724163.8115,17355.1433115
1002,701,164,South Sacramento,19,7,Sac_8,24549819.3916,21659.4630742
1003,700,164,South Sacramento,19,7,Sac_8,2251176.18848,6483.03268808
1004,702,164,South Sacramento,19,3,Sac_7,3022121.35059,8789.66648628
1005,686,144,Land Park-Pocket-Meadowview,18,3,Sac_7,18014152.29,17374.0267004
1006,693,145,Land Park-Pocket-Meadowview,18,3,Sac_7,17596746.7783,17342.0124813
1007,692,145,Land Park-Pocket-Meadowview,18,3,Sac_7,17665550.7002,17454.2236732
1008,691,145,Land Park-Pocket-Meadowview,18,3,Sac_7,20406040.5293,18173.7950566
1009,687,144,Land Park-Pocket-Meadowview,18,3,Sac_7,8486250.77246,15866.3791674
1010,681,144,Land Park-Pocket-Meadowview,18,3,Sac_7,13758687.8213,18795.6193606
1011,924,164,South Sacramento,19,3,Sac_7,16121914.4492,16538.756592
1012,553,223,Cosumnes,25,10,Sac_9,85997419.4443,42188.5372711
1013,23,970,Gateway,97,0, ,3930902.08105,10204.4182908
1014,1160,163,South Sacramento,19,7,Sac_8,9528871.57422,13486.899327
1015,922,144,Land Park-Pocket-Meadowview,18,3,Sac_7,22574312.377,19564.2515252
1016,13,970,Gateway,97,0, ,10865396.2256,13513.8811803
1017,630,171,Vineyard,20,7,Sac_9,97033903.46,43520.3793456
1018,503,163,South Sacramento,19,7,Sac_8,17161518.6416,20069.5824547
1019,688,144,Land Park-Pocket-Meadowview,18,3,Sac_9,21785422.2061,34929.8927435
1020,704,164,South Sacramento,19,3,Sac_7,9197377.04688,13804.3227931
1021,629,171,Vineyard,20,7,Sac_9,56018759.5068,31724.6002969
1022,628,170,Vineyard,20,7,Sac_9,15580476.6484,17214.9106819
1023,1129,170,Vineyard,20,7,Sac_9,35536531.0615,23901.8372457
1024,703,164,South Sacramento,19,3,Sac_7,10319804.8291,13511.2152798
1025,623,170,Vineyard,20,7,Sac_9,32411122.4082,22861.3873101
1026,621,163,South Sacramento,19,7,Sac_8,14032778.6338,15846.8365439
1027,620,163,South Sacramento,19,7,Sac_8,14292620.7305,16260.1889439
1028,925,164,South Sacramento,19,3,Sac_7,9381233.81445,13625.4684997
1029,695,145,Land Park-Pocket-Meadowview,18,3,Sac_7,12133303.3721,14367.5050065
1030,694,145,Land Park-Pocket-Meadowview,18,3,Sac_7,13652600.8857,17872.3387423
1031,73,530,Clarksburg,53,17,Yolo,192786273.376,60238.4746549
1032,72,530,Clarksburg,53,17,Yolo,218653441.853,60094.6914262
1033,1132,145,Land Park-Pocket-Meadowview,18,3,Sac_7,18267900.1738,21038.5503474
1034,1205,170,Vineyard,20,7,Sac_9,18868386.4189,21961.506892
1035,619,163,South Sacramento,19,7,Sac_8,32087648.4668,28737.3708256
1036,622,163,South Sacramento,19,7,Sac_8,28908360.3994,23744.5103883
1037,750,145,Land Park-Pocket-Meadowview,18,3,Sac_7,23360322.4463,19130.9138815
1038,914,163,South Sacramento,19,7,Sac_8,24723562.1572,21873.1439556
1039,751,164,South Sacramento,19,3,Sac_7,16312840.2402,17658.8291397
1040,927,164,South Sacramento,19,3,Sac_7,4847854.24707,8906.9795991
1041,716,164,South Sacramento,19,3,Sac_7,7105267.98438,11327.2187629
1042,715,164,South Sacramento,19,3,Sac_7,12712857.292,15728.911357
1043,80,572,Yolo Causeway,57,17,Yolo,1121401155.82,154768.150943
1044,634,223,Cosumnes,25,10,Sac_9,140677156.558,56561.7480779
1045,1159,145,Land Park-Pocket-Meadowview,18,3,Sac_7,29828297.6006,28456.2875403
1046,1131,164,South Sacramento,19,3,Sac_7,6199495.66016,13043.6878703
1047,749,145,Land Park-Pocket-Meadowview,18,0,Sac_7,9172149.47266,12901.6945646
1048,928,164,South Sacramento,19,3,Sac_7,11336099.584,13440.8820384
1049,926,164,South Sacramento,19,3,Sac_7,7656169.52832,13901.9393925
1050,748,200,Delta,28,4,Sac_9,28144727.123,27715.3310836
1051,627,170,Vineyard,20,7,Sac_9,21740087.9473,18869.670737
1052,1127,170,Vineyard,20,7,Sac_9,22953779.1836,19220.3641577
1053,1125,163,South Sacramento,19,7,Sac_8,4982928.33008,10110.6472644
1054,752,164,South Sacramento,19,5,Sac_8,38015121.1699,26181.8090372
1055,1128,170,Vineyard,20,7,Sac_9,21514061.8555,19196.0835441
1056,644,223,Cosumnes,25,6,Sac_9,339474606.322,96683.0062995
1057,719,164,South Sacramento,19,3,Sac_7,20043509.9189,19973.8126215
1058,753,145,Land Park-Pocket-Meadowview,18,5,Sac_8,54399103.6182,31127.6139074
1059,720,164,South Sacramento,19,3,Sac_7,8495004.29199,11718.1162512
1060,717,164,South Sacramento,19,3,Sac_7,6766913.09277,10853.2900977
1061,645,232,Southeast County,26,10,Sac_9,922117302.905,173922.837278
1062,1126,191,Elk Grove,22,7,Sac_8,3788625.22852,10159.0807385
1063,635,192,Elk Grove,22,5,Sac_9,45129813.8691,30395.5078313
1064,633,192,Elk Grove,22,6,Sac_9,115739277.95,44977.7081103
1065,625,192,Elk Grove,22,5,Sac_9,53990271.582,31302.136551
1066,626,192,Elk Grove,22,5,Sac_9,84810251.0303,37135.9270036
1067,624,191,Elk Grove,22,5,Sac_8,55540353.7197,31698.489567
1068,1187,191,Elk Grove,22,5,Sac_8,9457037.64258,14432.0877961
1069,1186,191,Elk Grove,22,5,Sac_8,27944698.458,25252.6125641
1070,618,191,Elk Grove,22,5,Sac_8,13555802.3809,17054.9199061
1071,1134,164,South Sacramento,19,3,Sac_7,24188160.3652,22089.3582551
1072,718,164,South Sacramento,19,3,Sac_7,17247870.2041,17056.9302984
1073,727,181,Laguna,21,5,Sac_8,23950449.0801,25657.6941158
1074,913,191,Elk Grove,22,5,Sac_8,40580033.3604,26314.3640964
1075,728,182,Laguna,21,5,Sac_8,14648955.1152,16509.202668
1076,1201,182,Laguna,21,5,Sac_8,16169540.666,19151.383053
1077,739,200,Delta,28,4,Sac_9,78835325.9248,39933.8632637
1078,740,200,Delta,28,4,Sac_9,94761937.5801,49972.1389921
1079,754,181,Laguna,21,5,Sac_8,36644082.5273,28107.0203
1080,1133,181,Laguna,21,5,Sac_8,21023428.3623,21224.9746778
1081,1135,181,Laguna,21,5,Sac_8,30032349.8545,24331.081344
1082,613,192,Elk Grove,22,6,Sac_9,254198491.244,77249.7293768
1083,69,530,Clarksburg,53,17,Yolo,94386111.835,48596.6906037
1084,71,530,Clarksburg,53,17,Yolo,106796493.854,43724.2282298
1085,70,530,Clarksburg,53,17,Yolo,73270761.207,39603.8036225
1086,648,223,Cosumnes,25,6,Sac_9,399572929.62,91758.8439824
1087,1532,181,Laguna,21,5,Sac_8,16214777.6621,16864.8154404
1088,1190,181,Laguna,21,5,Sac_8,18527480.4639,18098.5927702
1089,612,192,Elk Grove,22,5,Sac_9,32258485.9678,27635.6802885
1090,909,193,Elk Grove,22,5,Sac_8,21104117.7998,20837.7960054
1091,615,192,Elk Grove,22,5,Sac_9,28165876.2549,21212.7948659
1092,616,193,Elk Grove,22,5,Sac_8,21230043.4033,18808.3874898
1093,722,182,Laguna,21,5,Sac_8,7035877.86133,14945.519986
1094,908,193,Elk Grove,22,5,Sac_8,6817103.34473,13385.8333563
1095,1136,182,Laguna,21,5,Sac_8,16739058.6484,17121.2946356
1096,721,181,Laguna,21,5,Sac_8,23458157.6318,22080.1678965
1097,726,181,Laguna,21,5,Sac_8,24138941.541,21320.6954178
1098,1200,182,Laguna,21,5,Sac_8,13559258.0059,14769.5976289
1099,910,193,Elk Grove,22,5,Sac_8,10063706.2451,17641.4035233
1100,650,223,Cosumnes,25,6,Sac_9,141303498.547,51552.3383071
1101,741,181,Laguna,21,5,Sac_9,4497027.72754,8860.19392908
1102,1512,181,Laguna,21,5,Sac_9,16718643.0947,17712.9707856
1103,1188,181,Laguna,21,5,Sac_9,17951660.8965,21222.4026159
1104,76,530,Clarksburg,53,17,Yolo,219869565.31,89578.7155968
1105,614,192,Elk Grove,22,5,Sac_9,34207685.792,26405.2094759
1106,617,193,Elk Grove,22,5,Sac_8,18560083.3379,23817.3051932
1107,912,193,Elk Grove,22,5,Sac_8,21988207.332,22910.3931744
1108,911,193,Elk Grove,22,5,Sac_8,22392583.7676,21696.3637592
1109,723,182,Laguna,21,5,Sac_9,10220283.7188,13334.8021811
1110,1194,182,Laguna,21,5,Sac_9,13906882.6699,15734.0330519
1111,725,181,Laguna,21,5,Sac_9,29268007.6855,21601.737478
1112,1191,181,Laguna,21,5,Sac_9,22523789.9639,19276.5276981
1113,744,181,Laguna,21,5,Sac_9,4170887.62207,13543.5666732
1114,1189,181,Laguna,21,5,Sac_9,47681311.6523,33300.9032349
1115,77,530,Clarksburg,53,17,Yolo,165412351.649,68833.1525964
1116,1196,182,Laguna,21,5,Sac_9,20850694.6992,18665.089954
1117,1195,182,Laguna,21,5,Sac_9,20618478.3135,18272.3312963
1118,1218,127,Rancho Cordova East,17,8,Sac_3,24878118.9561,22295.0098554
1119,742,200,Delta,28,4,Sac_9,61745945.1631,40396.8185163
1120,20,970,Gateway,97,0, ,10908643.709,13779.9758091
1121,738,200,Delta,28,4,Sac_9,126064578.165,68263.6059101
1122,665,141,Land Park-Pocket-Meadowview,18,3,Sac_7,11749369.9561,14033.457831
1123,1199,193,Elk Grove,22,5,Sac_8,14564035.5977,16980.0963984
1124,724,182,Laguna,21,5,Sac_9,24661289.7129,22386.9765021
1125,1209,170,Rosemont,15,8,Sac_9,16788102.5479,17291.1512081
1126,1216,171,Vineyard,20,8,Sac_9,32966197.6445,22731.0885245
1127,1193,181,Laguna,21,5,Sac_9,28623766.8154,21465.095329
1128,547,222,Cosumnes,25,8,Sac_9,205193507.657,61143.0808903
1129,1192,181,Laguna,21,5,Sac_9,24050641.7412,19586.858482
1130,75,530,Clarksburg,53,17,Yolo,112817219.633,42014.7273285
1131,676,141,Land Park-Pocket-Meadowview,18,3,Sac_7,10967822.5762,13449.3685307
1132,1197,182,Laguna,21,5,Sac_9,34653980.0752,23664.4058852
1133,65,504,West Sacramento,50,23,Yolo,44110813.7695,29866.4795956
1134,1198,182,Laguna,21,5,Sac_9,35392256.2012,24121.468507
1135,678,141,Land Park-Pocket-Meadowview,18,3,Sac_7,7635533.73438,12981.1663541
1136,652,232,Southeast County,26,6,Sac_9,1211383491.91,163379.689831
1137,586,171,Vineyard,20,8,Sac_9,37205161.8906,25513.5693302
1138,743,261,Franklin,27,5,Sac_9,34043695.2666,25462.8100612
1139,588,125,Rosemont,15,8,Sac_9,11567368.875,15117.6046523
1140,649,232,Southeast County,26,6,Sac_9,505956302.269,90455.4232943
1141,525,152,East Sacramento,14,3,Sac_6,16271604.9717,17165.8164771
1142,730,261,Franklin,27,6,Sac_9,98386881.3896,39811.9489912
1143,526,152,East Sacramento,14,3,Sac_6,13658047.2129,15914.7199416
1144,731,261,Franklin,27,6,Sac_9,128659216.883,53847.5102493
1145,488,153,East Sacramento,14,3,Sac_6,13551020.1396,15522.9529342
1146,1533,261,Franklin,27,6,Sac_9,83619477.4053,38121.1562866
1147,489,153,East Sacramento,14,3,Sac_6,12189879.2842,14799.2326471
1148,745,200,Delta,28,4,Sac_9,105862372.626,42329.144004
1149,602,170,Rosemont,15,8,Sac_9,4764076.96777,9043.33419578
1150,66,504,West Sacramento,50,23,Yolo,35633412.749,27430.9227759
1151,74,530,Clarksburg,53,17,Yolo,126422565.931,54324.850396
1152,62,504,West Sacramento,50,23,Yolo,31794264.4375,27494.7508354
1153,732,261,Franklin,27,6,Sac_9,210008339.512,67063.9166474
1154,1036,550,Winters,55,18,Yolo,41581863.167,28612.8488461
1155,647,232,Southeast County,26,6,Sac_9,215378861.88,70615.7009893
1156,22,970,Gateway,97,0, ,15891989.2939,17923.5871995
1157,708,231,Southeast County,26,6,Sac_9,78314088.0811,41512.1809491
1158,599,170,Rosemont,15,8,Sac_9,15785951.3691,16746.6369146
1159,729,261,Franklin,27,6,Sac_9,85849688.7549,37587.1558942
1160,907,151,Rosemont,15,8,Sac_5,18819308.0859,22989.1945238
1161,552,171,Vineyard,20,8,Sac_9,35684766.4805,24975.4229444
1162,757,200,Delta,28,4,Sac_9,200815772.708,56920.8637975
1163,21,970,Gateway,97,0, ,5868609.77832,10937.9351761
1164,1178,151,East Sacramento,14,2,Sac_6,6824475.6543,10795.1810659
1165,746,261,Franklin,27,6,Sac_9,51322314.0693,29083.7024602
1166,669,141,Land Park-Pocket-Meadowview,18,3,Sac_7,13175297.7148,15758.3219077
1167,79,530,Clarksburg,53,17,Yolo,108976489.709,41971.4929335
1168,1219,127,Rancho Cordova East,17,8,Sac_3,21960637.5137,18427.8794113
1169,1226,124,Rancho Cordova East,17,8,Sac_3,19892005.458,19951.8819275
1170,1214,125,Rosemont,15,8,Sac_9,9220659.14648,12625.8915714
1171,747,200,Delta,28,4,Sac_9,87237486.5205,37774.6308347
1172,763,134,Downtown,1,2,Sac_4,2665571.06543,6674.78871338
1173,551,127,Rancho Cordova East,17,8,Sac_3,52935691.3779,29601.9509867
1174,1222,222,Cosumnes,25,8,Sac_9,86397414.1309,42953.9436604
1175,578,123,Rancho Cordova West,16,8,Sac_9,10323039.3818,18378.461352
1176,78,530,Clarksburg,53,17,Yolo,97907852.2773,45104.6622456
1177,48,503,West Sacramento,50,23,Yolo,4885622.95996,12214.2612528
1178,601,170,Vineyard,20,8,Sac_9,14111135.1162,15922.9454854
1179,592,151,Rosemont,15,9,Sac_5,6178807.67969,13082.5844896
1180,1145,222,Cosumnes,25,8,Sac_9,47220157.4639,28962.2132701
1181,651,232,Southeast County,26,6,Sac_9,183437986.293,64820.5619226
1182,803,133,Downtown,1,2,Sac_4,2137792.53516,5929.9046084
1183,1208,170,Vineyard,20,8,Sac_9,13687212.207,15893.6190536
1184,57,502,West Sacramento,50,23,Yolo,14934684.8486,18852.0194181
1185,761,200,Delta,28,4,Sac_9,116782702.408,66365.3560408
1186,59,504,West Sacramento,50,23,Yolo,8272947.91797,11761.4141763
